2026-05-03 18:59:44,509 | INFO | app | Logger initialized successfully
2026-05-03 19:00:11,373 | INFO | app | Logger initialized successfully
2026-05-03 19:01:11,714 | INFO | app | Logger initialized successfully
2026-05-03 19:04:03,690 | INFO | app | Logger initialized successfully
2026-05-03 19:07:39,532 | INFO | app | Logger initialized successfully
2026-05-03 19:21:52,361 | INFO | app | Logger initialized successfully
2026-05-03 19:22:33,238 | INFO | app | Logger initialized successfully
2026-05-03 19:23:15,574 | INFO | app | Logger initialized successfully
2026-05-03 19:23:21,865 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-03 19:24:12,929 | INFO | app | Logger initialized successfully
2026-05-03 19:24:12,930 | INFO | app | App started successfully
2026-05-03 19:25:50,002 | INFO | app | Logger initialized successfully
2026-05-03 19:25:50,002 | INFO | app | App started successfully
2026-05-03 19:26:00,468 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 07:56:53,498 | INFO | app | Logger initialized successfully
2026-05-04 07:56:53,499 | INFO | app | App started successfully
2026-05-04 07:57:18,312 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 07:57:27,958 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 08:00:42,513 | INFO | app | Logger initialized successfully
2026-05-04 08:00:42,514 | INFO | app | App started successfully
2026-05-04 08:00:45,897 | INFO | app | Logger initialized successfully
2026-05-04 08:00:45,897 | INFO | app | App started successfully
2026-05-04 08:07:34,519 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 08:07:57,850 | INFO | app | Logger initialized successfully
2026-05-04 08:07:57,850 | INFO | app | App started successfully
2026-05-04 08:16:03,256 | ERROR | app | Unhandled error: You already have a leave request for this date range
2026-05-04 08:33:55,918 | INFO | app | Logger initialized successfully
2026-05-04 08:33:55,918 | INFO | app | App started successfully
2026-05-04 08:34:09,277 | INFO | app | User logged in: admin@ems.com
2026-05-04 08:49:50,190 | INFO | app | Logger initialized successfully
2026-05-04 08:49:50,190 | INFO | app | App started successfully
2026-05-04 08:52:16,248 | INFO | app | Logger initialized successfully
2026-05-04 08:52:16,248 | INFO | app | App started successfully
2026-05-04 08:52:36,188 | INFO | app | Logger initialized successfully
2026-05-04 08:52:36,188 | INFO | app | App started successfully
2026-05-04 08:53:05,730 | INFO | app | User logged in: admin@ems.com
2026-05-04 08:53:11,360 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 08:53:11,361 | ERROR | app | Unhandled error: name 'paginate_query' is not defined
2026-05-04 08:53:51,562 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 08:53:51,562 | ERROR | app | Unhandled error: name 'paginate_query' is not defined
2026-05-04 08:56:38,489 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 08:56:38,490 | ERROR | app | Unhandled error: name 'paginate_query' is not defined
2026-05-04 08:57:31,401 | INFO | app | Logger initialized successfully
2026-05-04 08:57:31,401 | INFO | app | App started successfully
2026-05-04 08:57:37,304 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 09:13:49,814 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 09:14:04,652 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
2026-05-04 09:15:49,053 | INFO | app | Employees API called with page: 1, pageSize: 10, search: None
